game,outcome,end_reason,n_moves,loss,moves
1112,W,value_resign,66,3.959838,b2b3 g8h6 e2e3 h6g8 h2h4 h7h5 g1f3 e7e6 h1g1 f7f6 d2d4 d7d5 c1b2 b8c6 b1a3 h8h7 f1e2 d8d7 e1d2 d7d8 f3g5 c6b8 a1b1 f8a3 d2d3 b8c6 b2a3 c8d7 d1e1 c6e5 d3d2 b7b5 c2c3 d8e7 e1d1 e7d8 g1f1 d7c8 d1c1 h7h8 g2g3 d8e7 f2f3 f6g5 e2d3 e7f6 c1b2 f6g6 g3g4 g6f5 d2c1 h8h7 c1d2 c8b7 d2c1 e8d7 h4g5 g8e7 c3c4 c7c6 f1e1 a8b8 e1f1 b8a8 d3f5 a8b8
1113,W,material_resign,119,3.534191,e2e3 d7d5 g2g3 d8d6 g1f3 a7a6 f3g5 c8f5 d2d3 d6d7 e1d2 c7c5 f2f4 d5d4 g5f7 d7d5 a2a4 b8c6 d1e2 a8a7 c2c3 e8d7 d2e1 e7e6 e1d1 b7b6 d1e1 d7c8 b1d2 g8e7 a1a2 h8g8 e1f2 c8d7 h2h3 d7e8 f7h8 e8d8 d2f3 d8c8 h1g1 c6d8 f1g2 a7a8 g2h1 g7g6 b2b4 g8g7 h1g2 d4e3 e2e3 h7h5 a2b2 c8b7 e3e6 d5d7 g2f1 a8a7 f1g2 d7a4 g2h1 b7a8 h1g2 a4a3 h3h4 a7b7 e6e5 g7f7 f3e1 f8g7 g2d5 g7f8 f2f3 f8g7 g1h1 g7f8 h1g1 f8g7 g1h1 a6a5 h1h2 g7f8 h2h3 f8g7 f3g2 g7f8 c1d2 f8g7 g2h1 g7f8 d2e3 f8g7 e5f5 g6g5 d5g2 g7f8 g2f1 a8b8 f1g2 b8a8 f5e5 f8g7 g2f1 g7f8 b4b5 e7c6 f1g2 f8g7 e1f3 d8e6 g2f1 g7f8 f1g2 c6d4 g2f1 g5g4 h8f7 f8g7 h1g1
1114,B,value_resign,30,3.844382,c2c4 h7h6 e2e4 f7f5 g1h3 b8c6 g2g3 e7e5 d1h5 g7g6 h1g1 f8c5 f1e2 a8b8 e2f1 a7a6 f1g2 a6a5 b2b4 a5a4 g3g4 h8h7 c1b2 h7h8 e1f1 h8h7 b1c3 g8e7 f1e1 c5b4
1115,B,value_resign,26,3.671880,g2g3 c7c5 b2b3 h7h5 f2f3 b7b6 c2c4 g7g5 e1f2 f7f6 a2a4 b8a6 b1a3 d7d5 h2h4 f8g7 a3b5 c8f5 e2e3 h8h7 g1h3 a6c7 d1e2 g7f8 b5d4 h7h8
1116,W,value_resign,14,3.474588,g2g4 h7h5 g1f3 e7e5 c2c4 h8h7 f3d4 b8a6 h2h4 d8g5 h1h2 b7b5 h4g5 f8b4
1117,W,value_resign,48,3.806674,b2b3 e7e5 c2c4 d8h4 e2e4 d7d5 d2d3 b8c6 c1e3 g8h6 c4c5 f7f6 a2a3 b7b5 d1e2 c8f5 a3a4 e8d8 g2g3 d8d7 b3b4 a8c8 e1d2 c8b8 f1g2 b8c8 a4b5 h8g8 d2e1 d7e8 e1f1 g8h8 b5c6 f8e7 a1a4 e8d8 g1f3 h8g8 e3g5 e7c5 g2h3 g7g6 f3d4 g8g7 b1c3 d8e7 b4c5 g7f7
1118,W,material_resign,73,3.729295,h2h3 g7g6 h1h2 e7e6 d2d3 a7a5 c1g5 e6e5 a2a4 d8g5 g1f3 f8c5 e2e3 d7d6 d1e2 e8d7 e1d2 g8f6 d2e1 d7c6 c2c3 h8d8 f3g1 c8d7 f2f4 h7h5 b2b3 d8c8 h2h1 d7g4 h3h4 e5e4 e1d1 e4d3 a1a2 c8d8 d1d2 d8d7 h1h2 a8a7 g1h3 b8a6 a2a3 d7d8 d2d1 d8c8 d1c1 c8d8 c1b2 g4f3 b2c1 f6e4 h4g5 c5b4 a3a1 d8d7 g2g4 d6d5 c3c4 f7f6 c1b2 c6c5 h2g2 b7b5 g2g3 d5d4 f1g2 d7d8 b2c1 d8h8 g2f3 h8g8 c4b5
1119,B,material_resign,78,3.583217,e2e3 h7h5 f1c4 e7e5 g1f3 f7f5 e1e2 b8c6 g2g3 a8b8 b2b4 d8e7 b1a3 e7d8 d2d3 b7b5 c4f7 e8e7 c1b2 g8f6 e2f1 c8b7 a1b1 b8a8 d1e1 c6d4 f7g6 h8g8 e3d4 d7d6 g6e8 b7e4 h1g1 e7e6 g1g2 d8e8 a3c4 e8d8 b1a1 g8h8 g2g1 d8c8 f1g2 f6h7 e1f1 c8b8 f1e1 h8g8 e1e2 e6d5 g2h1 a7a6 e2e4 d5e6 a1c1 a6a5 g1f1 c7c6 e4f4 g8h8 c1b1 a5a4 b1a1 b8c8 b2c3 h8g8 h1g2 d6d5 a2a3 b5c4 a1b1 c8d8 b1a1 d8d7 f4f5 e6f5 c3d2 c6c5
1120,B,material_resign,36,3.674666,c2c3 c7c5 d1a4 h7h5 e2e3 f7f6 e1e2 e8f7 g1f3 d8e8 h1g1 b7b6 c3c4 g7g5 b2b4 a7a6 a4d7 h5h4 d2d3 f8g7 g1h1 e8f8 c1d2 c8b7 h1g1 c5b4 d2e1 b8c6 g2g3 g5g4 f1g2 c6e5 d7e8 a8e8 e2d1 e5c4
1121,B,material_resign,8,3.758692,e2e4 b7b5 d1h5 h7h6 h5f7 e8f7 e1e2 d7d5
1122,W,material_resign,41,3.502088,b2b3 g7g5 f2f3 b8a6 e2e3 d7d5 c2c4 e7e6 g2g3 d8f6 h2h4 f8c5 f1e2 f6f5 d2d3 c5b4 c1d2 d5d4 e3e4 f7f6 h4h5 b7b5 d1c2 e8f8 e1d1 g8e7 d2f4 e7d5 c4b5 a8b8 b1a3 b8a8 a1b1 c8b7 b1a1 f8e7 a1b1 e7f8 e4f5 f8g8 b1c1
1123,B,value_resign,12,3.572263,c2c3 c7c5 c3c4 e7e5 b2b3 d7d5 g2g3 f8d6 a2a4 h7h5 e2e4 g8e7
1124,B,material_resign,106,3.731495,h2h4 e7e5 c2c4 d7d5 f2f3 f7f6 a2a4 f8d6 d1c2 e8f7 b2b3 e5e4 f3f4 a7a6 h1h3 b8c6 d2d3 b7b5 e1d2 g7g6 c1b2 g6g5 b2f6 c8b7 e2e3 d8f6 f1e2 g5h4 d2e1 a8b8 b1d2 b8a8 a1b1 f7e8 b1a1 a8a7 e1d1 e8f8 a1b1 a6a5 c4b5 f8f7 b1c1 b7a8 h3h4 g8e7 e2f1 h8e8 g1h3 c6d4 d2b1 e8d8 f1e2 d8d7 d1e1 f6f5 e1d1 f7e6 c2c3 d6b4 d1e1 c7c5 g2g3 h7h6 e3d4 c5c4 e1d1 d7d6 d1e1 d6c6 g3g4 e6d7 b5b6 c6e6 e2f1 d7e8 e1d1 e8d7 f1e2 d7d8 b3c4 d8c8 g4g5 c8d7 d1c2 d7e8 c2d2 e8f8 e2d1 a7a6 d1c2 f8f7 b1a3 h6h5 c2b3 f7e8 a3b5 e8d8 c1d1 e6h6 d2e1 d8e8 e1d2 b4c3 d2c1 e8d8
1125,W,material_resign,27,3.614572,c2c4 h7h5 g1f3 b8a6 h1g1 h8h7 d2d3 d7d6 c1g5 c8f5 h2h3 e7e6 e2e3 d8g5 b1c3 e8d7 d3d4 b7b5 c3b5 f8e7 d1c1 e7d8 b2b3 h7h6 f3g5 e6e5 c1a3
1126,B,material_resign,16,3.780724,c2c4 c7c6 b2b3 e7e6 h2h4 h7h5 d1c2 f7f5 c2f5 d8h4 c1b2 e8d8 g1f3 e6f5 h1g1 g8h6
1127,W,value_resign,23,3.855934,e2e3 h7h5 b1c3 g7g5 d1h5 b7b5 e3e4 e7e6 a1b1 h8h7 e1e2 b8c6 f2f4 d7d5 d2d3 c8b7 c1d2 a8b8 e2d1 d8d7 a2a3 c6e7 h5h6
1128,W,value_resign,28,3.623562,c2c4 b8a6 e2e4 b7b6 f2f3 d7d5 h2h4 f7f6 h1h3 c8f5 e4f5 e8d7 g2g4 d7c8 e1e2 c8b7 e2f2 g7g5 h4h5 g8h6 f1g2 d8c8 f2g3 a8b8 d1a4 h8g8 a4a6 b7c6
1129,W,material_resign,59,3.906129,g2g4 d7d5 h2h4 h7h6 f2f3 g7g5 c2c4 b7b5 h1h2 f7f6 b2b3 h8h7 d2d3 b8d7 c1g5 e7e6 f3f4 a7a6 d1c1 h7h8 f1g2 a8a7 g2f1 h8h7 f1g2 d8e7 g2h1 e7c5 h2h3 b5b4 g5h6 f8e7 b1a3 e7f8 h1g2 h7h8 h6f8 h8h7 f8g7 c5a5 g2f1 c8b7 a3b1 f6f5 h3f3 h7h8 c1a3 h8h7 f1g2 h7h8 g7h6 h8h7 g2h3 h7h8 e1d2 d7c5 c4d5 h8h7 d2e3
1130,W,value_resign,59,3.766537,e2e3 d7d5 d2d3 e7e5 e1e2 f8a3 f2f4 b8c6 c2c3 e8d7 b2b4 a7a6 e2f3 f7f6 c1b2 g8e7 h2h4 d8e8 d1d2 e8f8 e3e4 a8b8 f3e3 g7g5 h1h2 d7e8 g2g3 f8g7 h2e2 e8f7 f4e5 h8g8 g3g4 c8d7 b1a3 g8h8 a1b1 d7e8 f1g2 b8a8 g2h1 e8d7 b1c1 a8a7 g1f3 d7c8 d2e1 f7g8 e1f1 f6f5 f1g1 c8e6 g1f1 b7b5 e4f5 e7f5 e3f2 g7g6 e2e3
1131,W,value_resign,12,3.696342,g2g3 g7g5 c2c4 b7b5 g1f3 f7f6 b2b3 h7h5 f3g5 a7a6 c1b2 c7c6
1132,B,value_resign,34,3.936534,h2h4 d7d6 e2e3 c8f5 f2f4 e8d7 e1e2 g8h6 h4h5 d6d5 d2d3 c7c5 g2g3 f5d3 e2f2 f7f5 f1e2 d8c8 e2f1 b7b5 f2f3 h8g8 g1e2 c8d8 f1g2 h6g4 g2f1 d8c8 e2d4 g4e5 f3g2 c8d8 c1d2 d8c8
1133,B,value_resign,39,3.609587,e2e4 d7d5 d1e2 f7f6 e2d3 e7e6 e4e5 h7h5 d3e4 b8d7 e1d1 b7b5 f2f3 f8e7 e4e3 c8b7 e3b6 e8f7 b2b4 d8e8 a2a4 e7f8 f1c4 e8e7 c1b2 a7a6 d1e2 g7g6 g2g3 e7c5 e2e1 a8b8 h2h3 f8e7 e1f1 b8c8 c4e2 e7f8 h1h2
1134,W,value_resign,65,3.829958,c2c4 h7h6 b2b3 h6h5 f2f3 b8c6 b1a3 h8h7 a3b5 h7h6 b5c3 c6e5 h2h4 g7g6 e1f2 d7d5 c3b1 c8f5 g2g3 d8d7 c4d5 e5f3 f2e3 b7b5 d2d3 d7d6 f1g2 a7a6 h1h3 f8g7 a2a4 g7f8 c1b2 e8d7 g2h1 d7e8 a1a2 g8f6 b1c3 a8b8 g1f3 f8g7 b2c1 e8f8 a4a5 f8e8 c3a4 d6e6 f3e5 e6d6 c1b2 g6g5 d1c1 b8a8 c1d1 f6h7 a4c3 g7f8 h4g5 e7e6 d1c2 a8b8 e5g6 f8g7 b2a1
1135,W,material_resign,105,3.637130,g2g3 g8h6 b2b3 e7e5 c2c4 f7f6 h2h3 b8c6 e2e3 c6b8 g1f3 b7b5 f3d4 b8c6 d4c6 d7d5 e1e2 f8e7 b1c3 c8b7 a1b1 h8g8 f1g2 d5d4 b3b4 b7c8 h3h4 e8f8 e2f1 c8b7 d1c2 d8d7 c6d8 d7c8 d2d3 c8d8 g2f3 g8h8 a2a3 d8c8 h1g1 c8d8 c1d2 d8e8 c2b2 a7a6 d2e1 e8f7 f3h1 f8e8 e3e4 f7c4 g3g4 c7c5 b1a1 c5b4 b2b4 e8d7 c3a2 d7e6 a2c3 e7d6 f1g2 h8g8 g2f1 g8h8 a1b1 d6c5 b1a1 g7g6 a1b1 a8a7 b4c5 b7a8 b1b4 h6g4 h1g2 h8g8 g2h3 g8g7 c3b1 g7g8 g1h1 a8d5 c5d5 c4d5 h1h2 g8f8 f1g2 f8e8 b1d2 e8d8 b4b5 d8c8 b5c5 c8b8 g2g1 b8a8 c5d5 a8e8 h2h1 e8d8 h3g4 f6f5 g4h5
1136,W,material_resign,53,3.804676,d2d3 h7h5 f2f3 c7c5 c1g5 b7b6 b1a3 b8c6 g2g3 d7d5 b2b3 c8e6 a3b1 d8c8 g5f4 g7g5 h2h3 e6h3 d1c1 f7f6 f1g2 h3g4 f3g4 c8d7 h1h2 a8b8 g2h3 c6d4 c2c4 a7a6 g1f3 f8g7 b1a3 f6f5 c1b2 d7e6 f3d4 b6b5 h2f2 e6e4 f2f3 b8b6 d4c2 e7e6 b2c1 g7f8 e1d2 f8e7 a3b1 e4f4 f3f4 e7f8 a2a3
1137,W,value_resign,67,3.779740,c2c3 c7c5 d2d4 b7b6 b2b3 h7h6 e1d2 e7e6 b3b4 e8e7 a2a4 d7d6 e2e3 e7d7 d2d3 f7f6 d1d2 a7a6 c3c4 b6b5 d2e1 h8h7 c1b2 d8a5 f2f3 f8e7 e1d2 b5c4 d3e4 d7e8 d2d3 d6d5 e4f4 e6e5 d4e5 e8d8 e3e4 c8f5 g2g3 d8d7 g1e2 d7e8 f1g2 e8f8 g2f1 a5b5 f4f5 e7d8 b1d2 g8e7 f5e6 f8e8 f1g2 h7h8 h1e1 e8f8 e1f1 f8e8 e2d4 e8f8 b2c1 e7f5 d3c4 b8c6 g3g4 a8a7 d4c6
1138,W,material_resign,81,3.721064,c2c4 f7f6 f2f3 d7d5 b2b3 d5d4 b1a3 g7g5 a3c2 c8h3 c2d4 b8c6 a2a4 e7e5 d4c6 b7b5 e2e4 d8d7 c1b2 a7a6 g1e2 a8b8 e2c1 f8g7 h1g1 g7f8 a1b1 d7c6 d1e2 g8e7 a4b5 c6b5 d2d4 a6a5 e2d1 e7f5 d1e2 b5b4 e1d1 f8e7 c1a2 b8a8 b1a1 f5h4 a1c1 a8b8 c1c2 e7f8 e2e3 f8g7 d1e2 h8g8 e2d1 h4f5 d1e2 e8f8 e3d2 f8e8 b2a3 b8a8 e2f2 b4a3 e4f5 a8b8 d2e1 e8d8 f2e3 b8b7 e3e4 g7h8 e1f2 d8c8 e4d5 c8d8 f1e2 h7h6 e2f1 a3c5 d4c5 d8d7 g1h1
1139,W,material_resign,51,3.861251,h2h4 b7b5 g2g4 c8b7 d2d4 a7a6 h1h3 e7e5 h3a3 b8c6 e1d2 c6d4 b2b3 h7h6 f2f3 d8h4 c2c3 a8a7 c3c4 b7a8 f1h3 g7g6 d1c2 f8e7 h3g2 e8d8 e2e4 f7f6 g2f1 d8c8 c1b2 e7c5 b2c1 d4e6 a3a5 d7d6 c1b2 h8h7 b2e5 h7h8 f1g2 c8b8 c4b5 a8d5 d2c1 h8h7 e5f6 h7h8 f6h8 b8a8 g2f1
1140,B,value_resign,36,3.665513,e2e3 g8h6 b1c3 h8g8 g1f3 e7e6 e1e2 b8c6 h1g1 d7d5 d2d3 f7f6 c1d2 g8h8 a1b1 f8a3 h2h3 c6b4 c3a4 d5d4 d2c1 e8f8 f3h2 a7a6 d1e1 b7b6 c1d2 h8g8 b1c1 d8d7 e3e4 d7e8 e1d1 h6f5 f2f3 c8d7
1141,B,material_resign,76,3.649691,g2g4 c7c5 c2c4 b7b6 f2f3 g7g5 b2b3 h7h5 e2e4 c8a6 d1e2 a6b5 c1b2 f8g7 b1c3 b5c4 h2h4 g8f6 c3d5 c4b5 a2a4 b8c6 e2d1 h8h7 f1g2 a8b8 a1b1 f6g4 g2f1 b8a8 d1c2 e8f8 f1g2 f8e8 b2c1 e8f8 d5f4 d8e8 d2d3 g7f6 d3d4 a8b8 c1d2 f8g7 c2d3 e8d8 g2f1 d8h8 f1e2 e7e6 b1c1 c6d4 b3b4 b8c8 a4b5 d7d6 e1d1 e6e5 d3e3 c8c6 e2d3 c6c8 c1c4 c8d8 d1e1 d8d7 e1d1 g7f8 f4g2 f8e7 d1e1 e7f8 f3f4 g4e3 f4g5 f8g7
1142,B,value_resign,17,3.919598,d2d4 d7d6 e1d2 c8e6 e2e3 a7a6 g1e2 g7g6 c2c3 e6f5 a2a4 e8d7 f2f3 c7c5 g2g3 f5e4 d1e1
1143,W,material_resign,111,3.651472,e2e3 a7a6 e1e2 d7d5 g1f3 c8d7 d2d3 g7g6 c2c3 d7c8 a2a3 b7b5 g2g3 b8d7 h2h3 e7e6 h3h4 f7f6 h1g1 e6e5 f1g2 h7h6 g2f1 h8h7 e2d2 h7h8 d1e2 c8b7 f3d4 d7b6 d4b3 d8c8 e3e4 b6d7 c3c4 d5e4 d2e1 g6g5 e1d1 h8h7 d1e1 h7h8 f1g2 h8h7 g2f1 h7h8 f1h3 h8h7 g1f1 h7h8 d3e4 h8h7 f2f4 h7h8 g3g4 h8h7 a1a2 h7h8 e1f2 h8h7 f1e1 f8e7 e1d1 h6h5 d1e1 a8a7 e1h1 a7a8 b3d4 h7h8 e2d1 b5b4 d1e2 a6a5 f2e3 b7a6 h1g1 a8b8 e2f2 e7f8 g1g2 g8e7 e3d3 b8a8 g2g1 a8a7 g1g2 c8d8 g2g1 h8h7 d4e2 h7h8 e2c3 h8g8 c3a4 f8g7 g1f1 e8f8 f2f3 d8c8 f1e1 c8d8 f4f5 d8c8 e1f1 c8a8 f1g1 a8d5 e4d5 c7c6 f3f4
1144,B,value_resign,39,3.693170,c2c4 b8c6 e2e4 c6b8 d1g4 d7d5 a2a4 b8c6 b2b3 b7b5 c1b2 c8f5 g4g7 d5e4 h2h4 b5a4 e1e2 a7a6 g2g3 d8c8 f2f3 c6d4 e2e1 c8d7 f1g2 a8a7 a1a4 d7e6 e1f1 f7f6 g3g4 g8h6 h1h2 f5g6 h2h3 h8g8 b1a3 g8g7 f3f4
1145,B,value_resign,14,3.727723,a2a4 b7b6 g1h3 b6b5 b1c3 e7e6 e2e4 d7d5 d1h5 a7a6 g2g3 d5d4 f2f3 f8e7
1146,B,value_resign,10,3.793360,d2d3 f7f6 c1f4 h7h5 g2g3 c7c6 b1a3 d7d5 e1d2 c6c5
1147,W,value_resign,103,3.732113,h2h4 h7h6 d2d3 e7e5 e1d2 h8h7 b2b4 b8c6 e2e4 d8f6 f2f3 d7d5 h1h2 b7b5 c1b2 c8b7 f3f4 a7a6 c2c3 c6b8 d1e2 f8e7 c3c4 b8c6 c4c5 e8d8 h2h3 h7h8 g2g3 f6g5 f1g2 f7f6 d2c1 d8c8 e2f3 e7d8 b1d2 c6a5 a1b1 g5g6 h3h2 a8a7 b1a1 c8b8 c1b1 b7c8 g2h1 c8g4 h2g2 e5f4 d2b3 b8c8 b2e5 g4e6 a2a4 h8h7 g2h2 h7h8 h2g2 h6h5 f3f4 g6g4 b1c1 a5c6 a1a2 c8b7 c1d2 d8e7 d2e1 e7c5 g2d2 g8h6 e5f6 h8g8 b3a1 b7a8 d2g2 g8e8 e1f1 e8d8 g1e2 d8c8 f1e1 c6d4 f4c7 g4g5 e1d1 c8b8 e4e5 c5e7 e2f4 e7d8 f4h5 b8c8 c7c8 e6c8 d1e1 a8b8 e1d1 c8b7 f6d8 g7g6 d1e1
1148,W,value_resign,35,3.564920,c2c4 f7f5 e2e4 d7d5 f2f4 a7a6 d1h5 e8d7 h5h4 d7d6 e4d5 c7c5 b1a3 b8c6 g1f3 c8e6 h1g1 d8d7 h2h3 a8b8 d2d4 g7g6 c1d2 d7e8 h4g3 e8d8 d5e6 c6a7 f1d3 h7h6 h3h4 c5d4 g3g4 d8c8 e1f1
1149,W,material_resign,49,3.678668,b2b3 g8f6 f2f3 h8g8 d2d4 f6e4 f3e4 d7d6 b1a3 c8f5 c2c3 d6d5 c3c4 f7f6 e1d2 g8h8 e2e3 e7e6 c4c5 d8e7 g1f3 h8g8 h2h3 a7a6 d1c2 b8c6 h1g1 a8b8 g2g3 c6d4 a1b1 e6e5 g3g4 g8h8 c2d3 h8g8 b1a1 b8c8 f1g2 c8b8 g2h1 g8h8 e4f5 h8g8 a1b1 h7h6 e3d4 g8h8 h1g2
1150,B,material_resign,44,3.643588,f2f3 g7g5 c2c4 f7f6 h2h4 e7e6 b2b3 d7d5 h4g5 d8d7 g5g6 h7h6 h1h2 e6e5 d2d3 e8e7 c1g5 d7b5 d1c2 c8f5 b1a3 f8g7 a1b1 b8c6 b1a1 e7d8 a1b1 d8e7 b1a1 e7d8 e1d1 d8e8 g5f4 e8d8 a1b1 d8e8 b1c1 c6e7 h2h3 f5d3 h3h4 d3c2 d1c2 e8f8
1151,B,material_resign,106,3.778067,a2a3 b7b5 b2b3 d7d5 a1a2 c8f5 f2f3 b8c6 e1f2 h7h5 f2g3 g8f6 f3f4 d8d7 d2d3 a7a6 c1e3 e7e5 d1e1 h8g8 e1d2 a8b8 e3b6 b8a8 d2c1 e8e7 c1b2 a8a7 b2c1 d7c8 c1d2 c8d7 d2c1 d7e8 c1d2 g8h8 d2c1 b5b4 c1d2 e8c8 c2c3 c8d7 d2c1 f5d3 c1d2 d7c8 e2e3 e7e6 d2d3 c6e7 f1e2 h8h7 e2f3 h7h6 f4f5 e7f5 g3h3 f8c5 g1e2 h6h8 g2g3 f6d7 d3a6 a7a8 h1g1 f5h4 g1h1 a8b8 h1g1 f7f6 g1h1 h8d8 h1g1 g7g6 a2d2 c7b6 a3b4 c8b7 g1g2 b7c8 b4c5 c8a6 h3h4 e6f5 e3e4 d5e4 c3c4 b8c8 g3g4 h5g4 e2g1 d8e8 d2d3 e8f8 c5b6 a6a3 g2g3 a3a1 d3d6 f8e8 g3g4 e8d8 g4g5 f6g5 h4h3 d8e8
1152,W,material_resign,143,3.571919,c2c4 g7g5 g1f3 f8g7 d2d3 b8c6 b2b3 h7h5 h1g1 g7a1 c1d2 h5h4 d1c1 g8f6 e2e3 f6h7 d3d4 a7a6 e1e2 f7f6 h2h3 a6a5 f3g5 a8a7 g2g3 e8g8 g1h1 d7d6 f1g2 f8e8 e2d1 c6b4 d2b4 e7e6 g2f1 e8f8 b4a5 g8h8 d1e2 f8g8 c1d2 b7b5 e2f3 d8e8 g3g4 e8d8 d2e1 e6e5 a5b4 d8d7 b4c5 d7e8 e1d2 e8d7 h1h2 d7e8 e3e4 c8d7 d2e1 d7c8 e1d1 e8f8 d1e1 c8b7 c5b6 a7a6 b6c5 f8e8 c5b4 g8g5 e1d1 e8f8 d1e1 f8g7 e1d1 b7c8 d1e1 a6a5 b4c5 g7f8 f1g2 f8g8 b1a3 b5b4 e1d1 g8f8 d1e1 f8g7 e1d2 c8d7 d2e1 d7c8 e1f1 c8b7 f1g1 b7a8 g2h1 g7f8 f3g2 f8g8 a3b1 d6d5 g1f1 a5b5 f1e1 g8g7 e1d1 g7g6 d1c1 c7c6 c1d2 g6f5 d2e1 h8g8 e1d1 g8h8 d1c1 h8g8 b1a3 g8g7 e4f5 b4a3 f2f4 g7h8 g2f1 h8g8 f1g1 g8h8 h1g2 h8g8 c1c2 g8g7 c2c1 g7h8 g2f1 g5g7 c5a7 h8g8 f1g2 g8h8 c4b5 h8g8 h2h1
1153,B,material_resign,116,3.751300,d2d3 e7e5 e2e4 g8f6 c1h6 b8c6 g2g3 f8d6 a2a3 d8e7 f2f3 a7a6 e1d2 a8b8 g1h3 e8d8 f1g2 d6b4 a3b4 h8g8 g3g4 e7c5 g4g5 a6a5 d1c1 g8h8 h1g1 h8g8 b4a5 d8e7 h3f2 e7e8 g1h1 e8d8 h2h3 d8e8 d2e1 b7b5 e1d2 f6d5 h1g1 e8d8 c2c4 b8a8 b1a3 c8b7 c1b1 d8e8 d2c1 a8b8 f3f4 b8a8 b2b3 e8d8 g1h1 d8c8 a5a6 a8b8 h1g1 c6a7 f4f5 d5f4 a3c2 g7h6 g2h1 f4d3 f2d3 b8a8 h1g2 c8d8 g2f1 d8e8 a1a2 g8g7 c1d2 d7d5 d2e1 a8c8 b1a1 c8d8 e1d1 b7a8 d3e5 g7g5 d1e1 d8d7 f1e2 c5c4 e2d3 d7d6 e1d1 e8d8 d1e2 d8e7 g1f1 e7d8 e5d7 d8d7 f1g1 d5e4 e2d1 d7c8 d1e2 f7f6 e2d2 c8d8 d2c1 d8c8 a1e5 c8b8 e5b5 a8b7 c1d2 a7b5 g1a1 b7c8
1154,W,value_resign,98,3.662952,f2f3 c7c5 g2g3 g7g5 c2c4 h7h5 b2b3 d8a5 h2h4 h8h7 h1h2 b7b5 g3g4 c8a6 c1a3 e8d8 f1g2 d8e8 d1c2 d7d6 c2g6 e7e5 e1f2 f8e7 g2f1 g8f6 f1g2 h7g7 a3b2 e8f8 b2c1 a5a3 g2h1 f8e8 h1g2 g7g8 g2h1 f6d7 c1b2 e8d8 b2c1 a6b7 c1b2 a7a5 g6g8 e7f8 d2d3 f7f6 f2e1 b5c4 b2c1 d8e7 e1d1 b7a6 c1d2 a3b2 h2h3 a8a7 b1a3 f8g7 g4h5 g7f8 a1b1 f8g7 b1c1 g7f8 d1e1 a6b5 e1f1 a7a6 g8h8 b2b1 h1g2 b1d3 h5h6 d7b6 h8g8 d6d5 f3f4 b6a4 c1b1 a4c3 b1c1 f6f5 g2h1 d3e3 f1g2 c3e2 f4g5 f8g7 h3g3 e2d4 g2f1 b5c6 c1d1 e3f2 f1f2 g7f8
1155,W,value_resign,86,3.607073,e2e4 h7h5 b1a3 c7c5 d2d4 g8h6 f2f3 b7b6 g2g3 g7g5 g1e2 d7d5 c1e3 b6b5 e1d2 d5e4 e3g1 h6g8 d2c3 c8b7 d1e1 d8d7 a3b5 b8a6 e1d2 h8h7 b2b3 a8b8 g3g4 b8a8 a1b1 a8b8 c3c4 d7f5 d2e1 e4f3 e1f2 e8d8 f1g2 b8c8 g2f3 h7h8 b1a1 d8d7 a1d1 c8a8 d1d2 h8h7 d4c5 d7e8 f2g3 a8b8 g3h3 b8a8 e2c1 a8b8 h3h4 b8a8 h2h3 e7e6 h1h2 h7h6 g1e3 a8b8 f3d1 f8g7 d1e2 e8f8 d2d5 b8a8 h4g5 f7f6 e2d1 f8e8 d5d7 e8f8 g5h4 a8c8 d7d4 f8e7 d1e2 c8d8 h2g2 f5f4 d4f4 b7g2
1156,W,material_resign,57,3.842591,e2e4 d7d5 d2d3 a7a6 h2h4 f7f6 g2g3 b7b5 f2f3 e7e6 c1e3 h7h5 g1e2 b8c6 e1d2 g7g6 e3g5 d5d4 a2a3 a8b8 h1g1 f8g7 d1c1 g8h6 d2e1 c6b4 f1g2 c8d7 g2f1 d7c8 f1h3 b8a8 e1f1 a8a7 f1g2 b4d3 c2d3 c8b7 g1f1 d8c8 f1e1 b7a8 c1d2 e8f8 a3a4 a7b7 e1d1 c8d8 d2c1 c7c5 g5h6 d8d7 b1a3 d7d6 c1c5 b7b6 b2b3
1157,B,material_resign,54,4.004937,c2c3 h7h5 c3c4 b8c6 g1f3 f7f5 e2e4 d7d6 f3e5 h8h6 e1e2 e7e6 f2f3 a7a6 g2g3 b7b5 b2b3 a8b8 b1c3 g7g5 c1b2 c6b4 f1g2 f8e7 e5g6 d8d7 e2f1 h6g6 h2h4 e7f8 c3a4 c7c6 d1e1 b8b6 h4g5 f8e7 h1g1 e7f8 a1b1 f8e7 b1d1 e7d8 d1c1 g8f6 g2h1 b6b7 h1g2 d8e7 e1e2 d6d5 e2d3 b4d3 g2h1 e7c5
1158,B,value_resign,45,3.568662,a2a4 h7h5 c2c4 b8c6 b1c3 h8h7 d2d3 g8h6 e1d2 e7e6 b2b3 a8b8 a1b1 d7d6 d1e1 g7g5 c1b2 c6b4 g2g3 f7f6 f2f3 b7b6 d2c1 f8g7 e1d1 g7f8 f1g2 d8d7 d1e1 f8g7 e1f1 d7c6 b1a1 b6b5 h2h3 g7f8 a1b1 e8d8 b1a1 c8b7 e2e3 h6f5 f3f4 h7g7 a1b1
